Section,Fonctionnalite,Clenzy_actuel,Hostaway,Guesty,Cible,Evolution_fonctionnelle,Evolution_technique,Multipays_FR_MA_KSA,Composants_Clenzy,Effort,Priorite
5. Opérations ménage & maintenance,E-signature légale du bon de travail,Signature de fin = capture visuelle react-native-signature-canvas (preuve d'exécution) ; la SES interne CLENZY_CUSTOM (signature de mandat) n'est pas branchée sur les interventions.,Capture de signature non mise en avant.,Capture de signature non mise en avant.,Differenciation,"Permettre une signature à valeur probante du procès-verbal d'intervention (agent et/ou propriétaire) générant un PDF certifié horodaté, distinct de la simple capture de preuve.","Brancher le provider SES interne CLENZY_CUSTOM (lien public /sign/{token} borné à l'intervention, certificat iText apposé au PDF) sur l'Intervention ; capture canvas conservée comme preuve d'exécution non-légale ; pas d'entité JPA exposée (DTO records).",Mentions légales de signature par pays (FR/MA/KSA) ; PDF bilingue/RTL fr/en/ar ; horodatage en timezone propriété.,"Intervention, provider CLENZY_CUSTOM (SES), iText, TechSignatureScreen, SignatureScreen",M,P3
5. Opérations ménage & maintenance,Rapports propriétaire d'exécution (PDF / lien partageable),"Compte-rendu (technicianNotes, customerFeedback) + validation manager présents ; pas de rapport d'exécution propriétaire packagé (PDF/lien) documenté.",Rapports d'exécution standard.,Rapports / vues partageables standard.,Differenciation,"Générer un rapport d'exécution propriétaire (photos avant/après, checklist cochée, durée, anomalies, signature) en PDF et lien public borné, diffusable automatiquement à la fin de l'intervention.","Réutiliser le moteur de génération de documents (document_generations) pour un type RECEIVED_FORM/INTERVENTION_REPORT, agrégeant InterventionPhoto + checklist snapshot ; lien public à token borné (pattern /sign), DTO records ; vérifier la contrainte CHECK reference_type côté Liquibase.",PDF i18n fr/en/ar avec rendu RTL pour l'arabe ; dates/heures en timezone propriété ; devise locale pour les coûts.,"document_generations, InterventionPhoto, InterventionMapper, génération PDF, lien public token",M,P2
5. Opérations ménage & maintenance,Inventaire propriété avec seuils de réapprovisionnement,PropertyInventoryItem + PropertyInventoryService (CRUD + checks linge/consommables) ; pas de seuils de réappro automatiques ni d'alerte de stock bas.,Inventaire de consommables via intégrations.,Inventaire via tâches/intégrations.,Differenciation,Définir un seuil par item d'inventaire et générer une alerte (et optionnellement une demande de réappro/tâche) quand le stock relevé en fin de ménage passe sous le seuil.,Ajouter low_stock_threshold et current_quantity à PropertyInventoryItem ; déclencher une notification via NotificationService (Outbox) au franchissement du seuil lors du relevé terrain ; changeset Liquibase.,Libellés d'items i18n fr/en/ar (RTL mobile) ; pas d'impact timezone direct ; unités cohérentes FR/MA/KSA.,"PropertyInventoryItem, PropertyInventoryService, NotificationService, Outbox, Liquibase changeset",S,P3
5. Opérations ménage & maintenance,"Équipes terrain multi-pays (rôles, zones, conformité)",Team/TeamMember/TeamRole + TeamCoverageZone + PropertyTeam/ManagerTeam/PortfolioTeam ; modèle d'équipe riche mais sans dimension pays explicite ni conformité travail locale.,"Gestion d'équipes standard, mono-périmètre.","Gestion d'équipes avancée, mono-périmètre.",Parite,"Rattacher chaque équipe et zone de couverture à un pays, filtrer planning et assignation par pays, et adapter jours ouvrés/fériés locaux (FR vs MA vs KSA) dans la disponibilité.","Ajouter country (ISO) sur Team et TeamCoverageZone, calendrier ouvré par pays consommé par InterventionPlanningService.checkTeamMemberAvailability ; respect strict du filtre Hibernate org + country-scoping ; changeset Liquibase.","Cœur multi-pays : weekend KSA (ven-sam), fériés MA/KSA/FR, fuseaux Africa/Casablanca et Asia/Riyadh dans les disponibilités et plannings ; UI/RTL ar.","Team, TeamCoverageZone, InterventionPlanningService, TenantFilter, Liquibase changeset",M,P1
6. Communication voyageurs,Inbox unifiee multi-canal,"ConversationService inbox reelle 6 canaux (AIRBNB/BOOKING/WHATSAPP/EMAIL/SMS/INTERNAL), statuts OPEN/CLOSED/ARCHIVED, assignation operateur, non-lu, WebSocket temps reel, filtres par canal, file a trier avec rattachement resa. Score 3/3.","Inbox unifiee consolidant OTA + email + SMS + WhatsApp natifs, collaboration equipe (3/3).","Inbox unifiee multi-canal avec statuts colores, reponse via n'importe quel canal (3/3).",Differenciation,"Conserver l'inbox comme socle ; ajouter badges pays/langue par conversation, regroupement par sejour, et suggestion du meilleur canal sortant selon le pays du guest (WhatsApp au Maroc/KSA, email/SMS en France).",Etendre ConversationDto avec guestCountry/guestLocale ; ajouter resolveOutboundChannel(country) cote ConversationService ; filtres front ConversationList.tsx par langue ; pas de refonte du modele (canaux deja en place).,Affichage RTL des bulles arabes dans ThreadView.tsx ; canal par defaut WhatsApp pour orgs MA/KSA car app dominante (>90 pct adoption KSA).,"ConversationService.java, ConversationChannel.java, client/modules/messaging/conversations/ (unified.tsx, ConversationList.tsx, ThreadView.tsx)",S,P2
6. Communication voyageurs,Messagerie OTA native (Airbnb/Booking),"Two-way reel via Channex (ChannexMessagingService.onChannexMessage inbound + sendOutgoingMessage outbound Airbnb/Booking), listThreadsForProperty, webhook signe. Dependance Channex (pas d'API OTA directe). Score 2/3.",Messagerie OTA native directe Airbnb/Booking/Vrbo en bidirectionnel (3/3).,Messagerie OTA native multi-portail bidirectionnelle (3/3).,Parite,"Garantir le mapping de tous les canaux Channex utiles au MENA, ameliorer la reconciliation message orphelin vers reservation, et tracer la latence d'aller-retour OTA.",Durcir mapToConversationChannel pour nouveaux types Channex ; metriques Prometheus sur onChannexMessage ; tests d'idempotence webhook ; rester sur Channex (pas d'API Airbnb messagerie directe disponible).,Verifier la disponibilite Channex des OTA actives au Maroc/KSA ; sinon repli WhatsApp/email pour ces marches ou l'OTA directe domine moins.,"integration/channex/service/ChannexMessagingService.java, integration/channex/controller/ChannexWebhookController.java",M,P2
6. Communication voyageurs,WhatsApp Business (dual-provider),"Force differenciante : WhatsAppProviderResolver par org (Meta Cloud API Graph v23.0 OU OpenWA self-hosted), fenetre de service 24h (WINDOW_EXPIRED + template requis), signature host+propriete, embedded signup Meta, routage inbound, verif signature webhook. Score 3/3.",WhatsApp Business natif bidirectionnel dans inbox et automatisations (3/3).,WhatsApp Business natif integre a l'inbox (3/3).,Parite,"Bibliotheque de templates Meta pre-approuves par marche (FR/EN/AR), suivi des statuts d'approbation Meta, et gestion fine de la fenetre 24h avec relance par template hors fenetre.",Etendre MetaTemplateProvisioner pour soumettre des variantes de langue (locale AR) ; exposer le statut d'approbation Meta dans WhatsAppStatusBanner.tsx ; documenter le numero verifie par pays (WABA).,"Canal prioritaire au Maroc et en KSA (WhatsApp dominant >90 pct KSA, ~75 pct nationaux MENA) ; templates arabes obligatoires ; OpenWA utile pour onboarding sans WABA verifie.","service/messaging/whatsapp/WhatsAppProviderResolver.java, MetaWhatsAppProvider.java, OpenWaWhatsAppProvider.java, MetaTemplateProvisioner.java, client/modules/messaging/WhatsAppStatusBanner.tsx",M,P1
6. Communication voyageurs,Canal SMS natif (provider regional),"ABSENT : MessageChannelType.SMS et ConversationChannel.SMS declares mais aucun bean d'envoi (seuls EmailChannel + WhatsAppChannel), findChannel(SMS)=null donc repli email. Twilio retire (PR #196). Score 0/3.",SMS natif bidirectionnel dans inbox et automatisations (3/3).,SMS natif integre a l'inbox (2/3).,Parite,"Activer l'envoi/reception SMS dans l'inbox et les automatisations, supprimer le repli email silencieux, gerer les accuses de reception et opt-out.",Creer SmsChannel implements MessageChannel (getChannelType=SMS) + SmsProviderResolver par org/pays (pattern WhatsAppProviderResolver) ; adapter SmsClient (REST) ; webhook inbound + mapping vers ConversationMessage ; tests par provider.,KSA exige un Sender ID pre-enregistre aupres des operateurs (cout setup+mensuel) ; providers regionaux requis (Unifonic/4Jawaly/Msegat KSA) ; le Maroc passe par des integrateurs locaux ; SMS reste secondaire vs WhatsApp au MENA.,"service/messaging/MessageChannel.java (interface), nouveau SmsChannel.java + SmsProviderResolver.java, model/MessageChannelType.java, GuestMessagingService.findChannel",M,P1
6. Communication voyageurs,Email transactionnel (Brevo),"EmailChannel (JavaMailSender/Brevo SMTP), wrapper HTML + templates systeme, sanitisation jsoup EmailHtmlSanitizer au stockage et au rendu (regle securite Z7-SEC). Score 2/3.",Email natif dans inbox unifiee avec templates (3/3).,Email natif integre a l'inbox (3/3).,Parite,"Rendre les emails systeme et wrappers multilingues (FR/EN/AR) avec direction RTL, et conserver l'email comme canal secondaire quand WhatsApp n'est pas la (clientele FR).",Ajouter dir=rtl et lang aux templates EmailWrapperService quand locale=ar ; brancher TranslationService sur SystemEmailTemplateService ; ne pas toucher a la sanitisation jsoup (invariant securite).,RTL et police arabe dans les emails ; email reste canal principal en France mais minoritaire au MENA face a WhatsApp.,"service/messaging/EmailChannel.java, EmailWrapperService.java, SystemEmailTemplateService.java, util/EmailHtmlSanitizer.java",S,P3
6. Communication voyageurs,Automatisations evenementielles,"AutomationRule org-scope : 6 declencheurs cycle de vie (RESERVATION_CONFIRMED, CHECK_IN_APPROACHING/DAY, CHECK_OUT_DAY/PASSED, REVIEW_REMINDER), offset jours + heure d'envoi, conditions JSON, idempotence, historique d'execution, scheduler. Score 2/3.","Automatisations riches multi-action, segments, branchements, messages programmes (3/3).",Automatisations avancees multi-canal et multi-conditions (3/3).,Parite,"Ajouter des declencheurs (paiement, avis recu, message entrant sans reponse), des actions multiples par regle, et un choix de canal dynamique selon le pays du guest.",Etendre AutomationTrigger + AutomationAction ; resoudre deliveryChannel a l'execution via le resolver de canal par pays ; AutomationConditionEvaluator pour conditions pays/langue ; conserver l'idempotence existsByAutomationRuleIdAndReservationId.,"Choisir WhatsApp comme deliveryChannel par defaut pour orgs/guests MA/KSA, email/SMS pour la France ; heure d'envoi selon le fuseau de la propriete (invariant dates).","service/AutomationRuleService.java, model/AutomationTrigger.java, AutomationEvaluationService.java, AutomationSchedulerService.java, AutomationConditionEvaluator.java, client/modules/messaging/MessagingAutomationSection.tsx",M,P2
6. Communication voyageurs,Templates + interpolation de variables,"MessageTemplateService + TemplateInterpolationService (variables guest/resa/propriete), editeur front MessageTemplateEditor.tsx. Score 2/3.","Templates personnalisables avec variables, multilingues (3/3).",Templates multi-variables et multilingues (3/3).,Parite,"Permettre une version par langue d'un meme template, selection auto selon guestLocale, previsualisation RTL pour l'arabe, et variables de check-in/code par pays.",Ajouter locale a MessageTemplate (cle template+locale) ; resoudre la variante par guestLocale dans TemplateInterpolationService ; editeur RTL-aware ; fallback langue par defaut de l'org.,Variantes arabes editees en RTL ; combinaison avec auto-traduction pour les langues non couvertes manuellement.,"service/MessageTemplateService.java, service/messaging/TemplateInterpolationService.java, client/modules/messaging/MessageTemplateEditor.tsx, MessageTemplatesPage.tsx",M,P2
6. Communication voyageurs,"Reponses IA (copilote draft, human-in-the-loop)","Chaine LLM complete mais OFF : AiMessagingService.generateSuggestedResponseAi + detectIntentAi via AiProviderRouter, anonymisation PII, budget tokens par org, endpoints AiMessagingController, UI AiMessagingControls.tsx. Flag messaging-ai=false (AiProperties:119). Score 1/3.","Guest Messaging AI (ChatGPT) : suggestions personnalisees, validation humaine requise, +170 pct adoption IA YoY (3/3).","ReplyAI : GenAI sur historique guest/host, ~20 pct des messages rediges, Suggestions/Improve/Summary (3/3).",Parite,"Bouton suggerer une reponse dans chaque conversation, edition avant envoi, ton de l'hote, resume de conversation, le tout en human-in-the-loop comme Hostaway/Guesty.","Passer messaging-ai=true (AiProperties), soigner AiMessagingControls.tsx dans ThreadView, brancher l'historique de conversation dans le prompt, conserver AiAnonymizationService + AiTokenBudgetService ; gate AiNotConfiguredException si cle absente.",Generer la suggestion dans la langue du guest (FR/EN/AR) ; verifier la qualite arabe du LLM ; anonymisation PII avant tout appel provider.,"service/AiMessagingService.java, AiMessagingController, config/AiProperties.java, AiProviderRouter.java, AiAnonymizationService.java, AiTokenBudgetService.java, client/modules/messaging/AiMessagingControls.tsx",S,P1
